lemma_POS,ipm_corpus1,ipm_corpus2,ipm_corpus3,dominant_corpus,LLR_corpus1_vs_corpus2,LLR_corpus1_vs_corpus3,LLR_corpus2_vs_corpus3
бүген_adv,2244.5,1900.27998,3298.832465,corpus3,1219.6861143379222,275.05934251553253,521.7358620740927
күп_adj,2519.025862,0.0,2100.95746,corpus1,1215.0824335021546,15.824693066400641,1072.632351027078
да_cnjcoo,4376.793103,2805.87216,9301.822001,corpus3,1144.4731470832926,2143.5718877094323,2.8653784033286342
бу_prn,4716.37931,2947.27165,3188.502404,corpus1,1142.830974278149,207.33538279052573,1916.2851457252532
бик_adv,2470.387931,1954.63334,1968.933059,corpus1,1139.2282168325153,29.173143628872026,1392.2261400132904
үз_det,2306.465517,0.0,2355.108472,corpus3,1112.5513935613437,8.417077588392516,1202.3877614566982
шуңа күрә_cnjcoo,0.0,348.11597,0.0,corpus2,1072.4586414799899,0.0,1037.627203512801
әллә_adv,0.0,343.89509,0.0,corpus2,1059.4551609713246,0.0,1025.0460515743732
яңа_adj,2188.758621,0.0,2274.269785,corpus3,1055.7740560241616,11.707913487818672,1161.1160115323787
бар_adj,2137.560345,0.0,2092.190846,corpus1,1031.0779515769436,1.924318583087512,1068.1566041524288
Сез_prn,0.0,331.95624,0.0,corpus2,1022.6745362506796,0.0,989.4599923118269
зур_adj,2042.293103,0.0,2346.261059,corpus3,985.1246511409997,45.071132441113605,1197.8707630941044
